DOM_Blank1_EX_200.00,,DOM_Blank1_EX_205.00,,DOM_Blank1_EX_210.00,,DOM_Blank1_EX_215.00,,DOM_Blank1_EX_220.00,,DOM_Blank1_EX_225.00,,DOM_Blank1_EX_230.00,,DOM_Blank1_EX_235.00,,DOM_Blank1_EX_240.00,,DOM_Blank1_EX_245.00,,DOM_Blank1_EX_250.00,,DOM_Blank1_EX_255.00,,DOM_Blank1_EX_260.00,,DOM_Blank1_EX_265.00,,DOM_Blank1_EX_270.00,,DOM_Blank1_EX_275.00,,DOM_Blank1_EX_280.00,,DOM_Blank1_EX_285.00,,DOM_Blank1_EX_290.00,,DOM_Blank1_EX_295.00,,DOM_Blank1_EX_300.00,,DOM_Blank1_EX_305.00,,DOM_Blank1_EX_310.00,,DOM_Blank1_EX_315.00,,DOM_Blank1_EX_320.00,,DOM_Blank1_EX_325.00,,DOM_Blank1_EX_330.00,,DOM_Blank1_EX_335.00,,DOM_Blank1_EX_340.00,,DOM_Blank1_EX_345.00,,DOM_Blank1_EX_350.00,,DOM_Blank1_EX_355.00,,DOM_Blank1_EX_360.00,,DOM_Blank1_EX_365.00,,DOM_Blank1_EX_370.00,,DOM_Blank1_EX_375.00,,DOM_Blank1_EX_380.00,,DOM_Blank1_EX_385.00,,DOM_Blank1_EX_390.00,,DOM_Blank1_EX_395.00,,DOM_Blank1_EX_400.00,,DOM_Blank1_EX_405.00,,DOM_Blank1_EX_410.00,,DOM_Blank1_EX_415.00,,DOM_Blank1_EX_420.00,,DOM_Blank1_EX_425.00,,DOM_Blank1_EX_430.00,,DOM_Blank1_EX_435.00,,DOM_Blank1_EX_440.00,,DOM_Blank1_EX_445.00,,DOM_Blank1_EX_450.00,
227.9600067,9.430483818,227.9600067,7.732870102,227.9600067,23.72896576,227.9600067,18.57307053,227.9600067,9.243427277,227.9600067,105.2395325,227.9600067,150.8024445,227.9600067,11.2242794,227.9600067,1.498529911,227.9600067,1.824596405,227.9600067,1.886906147,227.9600067,1.839092016,227.9600067,1.623128533,227.9600067,1.753639936,227.9600067,1.643369675,227.9600067,1.694241285,227.9600067,1.617524624,227.9600067,1.509780645,227.9600067,1.517974973,227.9600067,1.644592643,227.9600067,1.515606999,227.9600067,1.650991678,227.9600067,1.688480258,227.9600067,1.700920701,227.9600067,1.771891117,227.9600067,1.403583288,227.9600067,1.39370513,227.9600067,1.583506107,227.9600067,1.424600601,227.9600067,1.58043623,227.9600067,1.989070773,227.9600067,1.596884251,227.9600067,1.499170303,227.9600067,1.625984788,227.9600067,1.421165705,227.9600067,1.506357789,227.9600067,1.626344562,227.9600067,1.602557778,227.9600067,1.432271123,227.9600067,1.471082211,227.9600067,1.417372108,227.9600067,1.445666313,227.9600067,1.58575356,227.9600067,1.531553268,227.9600067,1.505179405,227.9600067,1.51605463,227.9600067,1.497768164,227.9600067,1.52388227,227.9600067,1.569741726,227.9600067,1.513382554,227.9600067,1.49536252
230,5.38738966,230,7.409869194,230,16.6251297,230,36.32724762,230,7.303053856,230,53.1737442,230,196.8971405,230,56.44744873,230,1.6737293,230,1.934360862,230,1.784343958,230,2.058427334,230,1.599564791,230,1.688593626,230,1.586534977,230,1.703457475,230,1.675653696,230,1.655859113,230,1.577957392,230,1.632887363,230,1.676618695,230,1.661025047,230,1.672632098,230,1.711614966,230,1.360544205,230,1.550986886,230,1.260780334,230,1.952546,230,1.549472928,230,1.543095112,230,1.777091146,230,2.011420727,230,1.61865592,230,1.568515182,230,1.496257901,230,1.574075699,230,1.400375366,230,1.589460969,230,1.471717954,230,1.557940125,230,1.566514134,230,1.446169853,230,1.523852348,230,1.703086138,230,1.53758502,230,1.432607532,230,1.431509376,230,1.505546689,230,1.583696008,230,1.5522964,230,1.626515269
232.0299988,5.478595257,232.0299988,9.052851677,232.0299988,9.135082245,232.0299988,44.23145294,232.0299988,9.141563416,232.0299988,14.32520103,232.0299988,141.8735504,232.0299988,148.8523865,232.0299988,3.415208817,232.0299988,1.898532748,232.0299988,1.864085674,232.0299988,2.24775362,232.0299988,1.576608658,232.0299988,1.703666449,232.0299988,1.678460121,232.0299988,1.780240774,232.0299988,1.478702068,232.0299988,1.598790646,232.0299988,1.522323847,232.0299988,1.507573843,232.0299988,1.513902783,232.0299988,1.44887948,232.0299988,1.475390673,232.0299988,1.84593153,232.0299988,1.76339519,232.0299988,1.689049959,232.0299988,1.526980639,232.0299988,1.549256086,232.0299988,1.719423175,232.0299988,1.856254935,232.0299988,1.994248867,232.0299988,1.458766341,232.0299988,1.547542095,232.0299988,1.582474828,232.0299988,1.543272734,232.0299988,1.74477613,232.0299988,1.380231142,232.0299988,1.49624908,232.0299988,1.479797244,232.0299988,1.466353893,232.0299988,1.592962503,232.0299988,1.551631331,232.0299988,1.530482173,232.0299988,1.541599751,232.0299988,1.490440965,232.0299988,1.506575584,232.0299988,1.463058233,232.0299988,1.471515417,232.0299988,1.508080959,232.0299988,1.475327969,232.0299988,1.455342174
234.0599976,2.03123498,234.0599976,1.809175849,234.0599976,10.24797058,234.0599976,40.96450043,234.0599976,20.98776817,234.0599976,5.441749573,234.0599976,57.89963531,234.0599976,241.8523865,234.0599976,15.98707294,234.0599976,1.877215147,234.0599976,2.132081032,234.0599976,1.834222436,234.0599976,1.708683848,234.0599976,1.760647774,234.0599976,1.976486564,234.0599976,1.914753914,234.0599976,1.457245708,234.0599976,1.609548211,234.0599976,1.698215127,234.0599976,1.733340263,234.0599976,1.574629307,234.0599976,1.762608051,234.0599976,1.666674137,234.0599976,1.565564632,234.0599976,1.763388872,234.0599976,1.779570937,234.0599976,1.817724347,234.0599976,1.970046043,234.0599976,1.704401612,234.0599976,1.632949591,234.0599976,1.44392848,234.0599976,1.627935767,234.0599976,1.539375424,234.0599976,1.559602022,234.0599976,1.471634746,234.0599976,1.513743043,234.0599976,1.410396695,234.0599976,1.551143169,234.0599976,1.425413489,234.0599976,1.510019898,234.0599976,1.510403037,234.0599976,1.52088666,234.0599976,1.424310684,234.0599976,1.628697872,234.0599976,1.511503935,234.0599976,1.553467274,234.0599976,1.483835936,234.0599976,1.651837468,234.0599976,1.599350214,234.0599976,1.559888482,234.0599976,1.513793588
235.9299927,2.746545553,235.9299927,2.252207279,235.9299927,2.021264315,235.9299927,20.15572548,235.9299927,38.63881683,235.9299927,5.531120777,235.9299927,15.45084763,235.9299927,240.4497375,235.9299927,77.0797348,235.9299927,2.269340038,235.9299927,1.84599185,235.9299927,1.918476105,235.9299927,1.848957539,235.9299927,1.968316555,235.9299927,1.648063183,235.9299927,1.744181633,235.9299927,1.566974998,235.9299927,1.60397172,235.9299927,1.44311583,235.9299927,1.589898586,235.9299927,1.737495422,235.9299927,1.589591742,235.9299927,1.740136504,235.9299927,1.487415552,235.9299927,1.597081304,235.9299927,1.651885509,235.9299927,1.670940876,235.9299927,1.54894495,235.9299927,1.652076006,235.9299927,1.664583802,235.9299927,1.672769189,235.9299927,1.644514084,235.9299927,1.670679927,235.9299927,1.773320675,235.9299927,1.566747308,235.9299927,1.525985599,235.9299927,1.501464367,235.9299927,1.423343062,235.9299927,1.652117014,235.9299927,1.585479498,235.9299927,1.416416407,235.9299927,1.604320765,235.9299927,1.734832764,235.9299927,1.483024955,235.9299927,1.50853467,235.9299927,1.507023573,235.9299927,1.595442176,235.9299927,1.570266485,235.9299927,1.484440804,235.9299927,1.453150868,235.9299927,1.536449909
237.9600067,6.074348927,237.9600067,2.271291018,237.9600067,5.360544205,237.9600067,12.71045971,237.9600067,49.66158295,237.9600067,8.105726242,237.9600067,4.964470863,237.9600067,159.2776947,237.9600067,193.6661987,237.9600067,12.19239998,237.9600067,2.03656435,237.9600067,2.057680845,237.9600067,1.951008677,237.9600067,1.817236543,237.9600067,1.661216974,237.9600067,1.635675073,237.9600067,1.944298029,237.9600067,1.745647192,237.9600067,1.601602197,237.9600067,1.753029227,237.9600067,1.742482781,237.9600067,1.908795834,237.9600067,1.624711514,237.9600067,1.799580812,237.9600067,1.782054186,237.9600067,1.863331079,237.9600067,1.561411262,237.9600067,1.39274466,237.9600067,1.637778401,237.9600067,1.713372469,237.9600067,1.471921444,237.9600067,1.723338604,237.9600067,1.65283978,237.9600067,1.642952919,237.9600067,1.729357362,237.9600067,1.527501345,237.9600067,1.422267556,237.9600067,1.451773405,237.9600067,1.487224698,237.9600067,1.489587307,237.9600067,1.664980173,237.9600067,1.593332052,237.9600067,1.438501954,237.9600067,1.434003353,237.9600067,1.509655595,237.9600067,1.445651889,237.9600067,1.532646894,237.9600067,1.562225819,237.9600067,1.590044737,237.9600067,1.494915485,237.9600067,1.5559237
240,10.41346931,240,4.094029427,240,3.411826134,240,0.64042902,240,45.52815247,240,22.87272453,240,4.232976913,240,48.74694061,240,356.2575378,240,94.22891998,240,2.161407471,240,2.294869661,240,1.888924479,240,1.844131708,240,1.763520837,240,1.811094046,240,1.52770257,240,1.513022423,240,1.513859034,240,1.531883001,240,1.597603321,240,1.634841442,240,1.612610579,240,1.762598515,240,1.752670288,240,1.699527264,240,1.904197931,240,1.840145111,240,1.533258438,240,1.689072847,240,1.924706936,240,1.938546658,240,1.753730059,240,1.819027543,240,1.631830931,240,1.556971312,240,1.613585591,240,1.557339191,240,1.537199974,240,1.481216073,240,1.600404143,240,1.522566199,240,1.516887426,240,1.571423054,240,1.531345844,240,1.570043325,240,1.589825869,240,1.522721529,240,1.507467508,240,1.524200678,240,1.619432688
242.0299988,12.51814556,242.0299988,9.059820175,242.0299988,7.742808342,242.0299988,6.696464539,242.0299988,34.99129486,242.0299988,39.70585632,242.0299988,5.590343475,242.0299988,13.85681725,242.0299988,355.9248352,242.0299988,246.8560638,242.0299988,8.260093689,242.0299988,2.918331623,242.0299988,2.111439228,242.0299988,1.891041994,242.0299988,2.121879339,242.0299988,1.84931159,242.0299988,1.724257112,242.0299988,1.674913287,242.0299988,1.745874882,242.0299988,1.743550539,242.0299988,1.79632616,242.0299988,2.261787415,242.0299988,2.204764366,242.0299988,1.96767807,242.0299988,1.702148438,242.0299988,1.696173429,242.0299988,2.098910809,242.0299988,1.986189365,242.0299988,2.249668837,242.0299988,1.844136596,242.0299988,1.937067032,242.0299988,1.904964447,242.0299988,2.019767761,242.0299988,2.20377779,242.0299988,1.649366736,242.0299988,1.591039777,242.0299988,1.320283771,242.0299988,1.443188071,242.0299988,1.515729904,242.0299988,1.663709998,242.0299988,1.472802877,242.0299988,1.618531346,242.0299988,1.481378078,242.0299988,1.453585386,242.0299988,1.446954608,242.0299988,1.475040555,242.0299988,1.645216823,242.0299988,1.516253591,242.0299988,1.512557983,242.0299988,1.566262364,242.0299988,1.538725257
244.0599976,20.22846985,244.0599976,17.73947144,244.0599976,8.457536697,244.0599976,6.503820896,244.0599976,15.84330273,244.0599976,57.2542038,244.0599976,15.4326458,244.0599976,5.400029659,244.0599976,228.2008209,244.0599976,410.2807007,244.0599976,72.71521759,244.0599976,2.788664818,244.0599976,2.252550125,244.0599976,2.550283909,244.0599976,2.422606945,244.0599976,2.018749952,244.0599976,1.643071413,244.0599976,1.638677359,244.0599976,1.994191647,244.0599976,1.65782702,244.0599976,1.63825202,244.0599976,2.247068882,244.0599976,2.280751944,244.0599976,1.857765913,244.0599976,1.986492872,244.0599976,1.809552789,244.0599976,1.671306372,244.0599976,1.957652926,244.0599976,2.184689999,244.0599976,2.686804295,244.0599976,2.395447254,244.0599976,1.931815863,244.0599976,1.99734652,244.0599976,1.972749949,244.0599976,1.505648732,244.0599976,1.54201889,244.0599976,1.786156178,244.0599976,1.589792609,244.0599976,1.468512297,244.0599976,1.482982516,244.0599976,1.545436144,244.0599976,1.637838602,244.0599976,1.477300167,244.0599976,1.520530462,244.0599976,1.445780158,244.0599976,1.469364285,244.0599976,1.515298128,244.0599976,1.627692938,244.0599976,1.594469547,244.0599976,1.42478621,244.0599976,1.511102676
245.9299927,11.46155453,245.9299927,7.275012016,245.9299927,9.896328926,245.9299927,8.821434021,245.9299927,8.343585968,245.9299927,68.44855499,245.9299927,40.37516022,245.9299927,6.54428196,245.9299927,74.46140289,245.9299927,464.1699219,245.9299927,303.8017578,245.9299927,4.689917564,245.9299927,2.337579489,245.9299927,2.290277958,245.9299927,2.129496098,245.9299927,2.072217464,245.9299927,1.576490879,245.9299927,1.851671696,245.9299927,1.849424124,245.9299927,1.685051918,245.9299927,1.622121096,245.9299927,1.931878567,245.9299927,2.125860929,245.9299927,2.453121185,245.9299927,2.407065392,245.9299927,2.047229767,245.9299927,1.831559896,245.9299927,2.117300987,245.9299927,2.043307543,245.9299927,2.141494513,245.9299927,2.320562363,245.9299927,2.275265694,245.9299927,1.998663902,245.9299927,2.101625443,245.9299927,1.603339195,245.9299927,1.523157358,245.9299927,1.536431909,245.9299927,1.668242216,245.9299927,1.44109261,245.9299927,1.56863904,245.9299927,1.573425889,245.9299927,1.55315876,245.9299927,1.529160976,245.9299927,1.596096992,245.9299927,1.55923593,245.9299927,1.468187213,245.9299927,1.589025974,245.9299927,1.619866133,245.9299927,1.577870607,245.9299927,1.582074404,245.9299927,1.644853115
